"district","ep","cases_with_ep","support"
1,"594(B)(1)PC  VANDALISM +$400 -> 5150 WI DANGER SELF/OTHERS",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> 594(B)(1)PC  VANDALISM +$400",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> 647(F) PC DIP - DISORDERLY",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> MISSING PERSON",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> TELEPEST -I RPT",1,0.0113636363636364
1,"594(B)(1)PC  VANDALISM +$400 -> VANDALISM - I RPT",1,0.0113636363636364
1,"594(B)(1)VANDALISM GRAF +$400 -> 484 PETTY THEFT/LICENSE PLATE",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 11377(A)HS POSS AMPHETAMINES",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 247(B) PC SHOOT UNOCC BLDG/VEH",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 487(A) GRAND THEFT-INSIDE",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> 594(B)(2)(A) VANDALISM/ -$400",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> NARCOTICS SUSP/EVID/ACT- I RPT",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> POSSIBLE FINANCIAL CRIME-I RPT",1,0.0113636363636364
1,"594(B)(2)(A) VANDALISM/ -$400 -> TOWED/STORED VEH-14602.6",1,0.0113636363636364
1,"653M(A) PC OBSCENE/THREAT CALL -> 459 PC  BURGLARY RESIDENCE",1,0.0113636363636364
1,"653M(A) PC OBSCENE/THREAT CALL -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"653M(B) PC ANNOY/RPT CALL HOME -> 459 PC  BURGLARY BUSINESS",1,0.0113636363636364
1,"666 PC PETTY THEFT W/PRI CONV -> 459 PC  BURGLARY BUSINESS",1,0.0113636363636364
1,"ACCIDENTAL FIRES/ARSON -I RPT -> 247(B) PC SHOOT UNOCC BLDG/VEH",1,0.0113636363636364
1,"ACCIDENTAL FIRES/ARSON -I RPT -> TOWED/STORED VEHICLE",1,0.0113636363636364
1,"ASSAULT WITH WEAPON - I RPT -> 10851 VC AUTO THEFT LOCATE",1,0.0113636363636364
1,"BATTERY - I RPT -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"BATTERY - I RPT -> 487(A) PC GRAND THEFT",1,0.0113636363636364
1,"BATTERY - I RPT -> MISSING PERSON",1,0.0113636363636364
1,"BOMBS/THREATS/EXPLOSIV- I RPT -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"BOMBS/THREATS/EXPLOSIV- I RPT -> 20001(A) VC HIT/RUN INJ/DEATH",1,0.0113636363636364
1,"BURGLARY - I RPT -> TOWED/STORED VEHICLE",1,0.0113636363636364
1,"CASUALTY REPORT -> 242 PC  BATTERY CIVILIAN",1,0.0113636363636364
1,"CASUALTY REPORT -> 459 PC  BURGLARY VEHICLE",1,0.0113636363636364
1,"CASUALTY REPORT -> 487(A) PC GRAND THEFT",1,0.0113636363636364
1,"CASUALTY REPORT -> ABC LICENSE VIO/INFO - I RPT",1,0.0113636363636364
1,"CASUALTY REPORT -> TOWED/STORED VEHICLE",1,0.0113636363636364
1,"FOUND PROPERTY - I RPT -> 10851 VC AUTO THEFT LOCATE",1,0.0113636363636364
1,"FOUND PROPERTY - I RPT -> 20002(A) HIT/RUN",1,0.0113636363636364
1,"FOUND PROPERTY - I RPT -> 484 PETTY THEFT CLOUT UNLOCKED",1,0.0113636363636364
1,"FOUND PROPERTY - I RPT -> SUSP PERS-NO CRIME - I RPT",1,0.0113636363636364
1,"FOUND PROPERTY - I RPT -> TRAFFIC-ACCIDENT-NON INJURY",1,0.0113636363636364
1,"FRAUD OR BUNCO - I RPT -> 10851(A)VC TAKE VEH W/O OWNER",1,0.0113636363636364
1,"GANG ACTIVITY - I RPT -> 166(A)(4) WILFUL DISOBEY CT OR",1,0.0113636363636364
